soil_type,ph,nitrogen_n,phosphorus_p,potassium_k,ec,moisture,soil_temperature,ph_class,n_class,p_class,k_class,ec_class,moisture_class,overall_health
black_cotton,7.08,285.0,42.5,83.6,1849,52.3,20.6,neutral,very_high,low,medium,very_high_salinity,optimal,fair
black_cotton,7.37,244.9,68.0,99.1,1457,33.0,26.8,neutral,very_high,medium,medium,high_salinity,dry,good
black_cotton,7.64,42.2,29.2,141.1,1867,84.5,20.5,slightly_alkaline,low,very_low,high,very_high_salinity,waterlogged,poor
laterite,8.77,167.5,45.0,65.2,619,31.4,36.5,strongly_alkaline,high,low,low,normal,dry,fair
black_cotton,5.36,280.0,77.4,18.2,1393,75.4,23.6,strongly_acidic,very_high,medium,very_low,high_salinity,moist,poor
sandy,5.71,109.4,137.5,16.2,2076,62.0,38.6,slightly_acidic,medium,very_high,very_low,very_high_salinity,moist,poor
red,7.11,47.6,28.7,158.0,98,90.2,14.3,neutral,low,very_low,high,very_low,waterlogged,fair
laterite,8.65,238.4,5.0,12.3,1749,75.8,14.4,strongly_alkaline,very_high,very_low,very_low,very_high_salinity,moist,very_poor
red,6.84,200.8,109.8,218.0,1590,69.0,34.7,neutral,very_high,high,very_high,very_high_salinity,moist,fair
laterite,4.54,136.2,35.5,123.9,1400,80.1,37.8,strongly_acidic,high,low,high,high_salinity,waterlogged,fair
red,6.7,147.3,24.4,207.9,1070,84.0,38.0,neutral,high,very_low,very_high,high_salinity,waterlogged,fair
laterite,7.11,142.2,34.6,77.0,1574,33.0,16.5,neutral,high,low,medium,very_high_salinity,dry,fair
laterite,6.83,45.6,26.2,30.6,2057,42.8,11.2,neutral,low,very_low,very_low,very_high_salinity,optimal,poor
laterite,8.24,15.3,16.9,70.5,332,45.0,12.2,slightly_alkaline,very_low,very_low,medium,low,optimal,poor
laterite,5.15,101.1,102.9,200.1,2206,41.7,41.0,strongly_acidic,medium,high,very_high,very_high_salinity,optimal,fair
sandy,8.6,212.4,89.0,55.1,949,76.7,17.8,strongly_alkaline,very_high,high,low,high_salinity,moist,fair
sandy,5.87,269.8,27.2,44.8,1491,57.5,16.0,slightly_acidic,very_high,very_low,low,high_salinity,optimal,poor
alluvial,7.11,275.4,27.5,142.7,420,57.1,26.7,neutral,very_high,very_low,high,normal,optimal,good
sandy,6.06,226.6,98.6,91.2,1055,50.4,36.5,slightly_acidic,very_high,high,medium,high_salinity,optimal,fair
laterite,6.6,28.3,38.6,136.8,674,47.2,13.3,neutral,very_low,low,high,normal,optimal,good
red,5.68,215.4,123.1,82.1,2158,86.0,27.1,slightly_acidic,very_high,very_high,medium,very_high_salinity,waterlogged,fair
red,7.92,227.8,67.7,137.4,608,27.9,24.9,slightly_alkaline,very_high,medium,high,normal,dry,good
sandy,4.98,177.7,78.0,144.5,1995,67.8,24.7,strongly_acidic,high,medium,high,very_high_salinity,moist,fair
sandy,7.35,191.5,89.0,49.6,1371,26.9,24.5,neutral,very_high,high,low,high_salinity,dry,fair
alluvial,5.24,214.4,68.4,76.5,2287,85.6,30.9,strongly_acidic,very_high,medium,medium,very_high_salinity,waterlogged,poor
black_cotton,4.63,168.3,95.9,201.9,1721,8.8,24.3,strongly_acidic,high,high,very_high,very_high_salinity,very_dry,fair
laterite,8.1,237.9,30.0,119.2,964,59.4,33.5,slightly_alkaline,very_high,low,high,high_salinity,optimal,fair
red,8.13,34.1,45.2,209.3,1448,8.7,18.9,slightly_alkaline,very_low,low,very_high,high_salinity,very_dry,poor
laterite,4.91,134.3,133.3,97.8,520,38.7,32.2,strongly_acidic,high,very_high,medium,normal,dry,good
red,6.65,67.3,40.9,60.8,2387,75.4,34.5,neutral,low,low,low,very_high_salinity,moist,poor
laterite,5.74,80.5,72.1,12.2,1636,60.3,39.9,slightly_acidic,medium,medium,very_low,very_high_salinity,moist,poor
sandy,7.58,143.2,40.1,105.7,458,57.4,33.1,slightly_alkaline,high,low,medium,normal,optimal,good
alluvial,5.87,101.1,63.6,65.1,201,72.0,27.4,slightly_acidic,medium,medium,low,low,moist,fair
black_cotton,6.09,259.4,105.4,44.6,1244,94.9,30.4,slightly_acidic,very_high,high,low,high_salinity,waterlogged,fair
alluvial,4.97,177.6,33.3,8.4,1688,72.5,30.0,strongly_acidic,high,low,very_low,very_high_salinity,moist,poor
black_cotton,8.9,261.1,92.0,11.3,502,89.0,40.3,strongly_alkaline,very_high,high,very_low,normal,waterlogged,fair
red,6.74,118.5,136.6,169.3,1010,31.5,29.3,neutral,medium,very_high,very_high,high_salinity,dry,fair
sandy,7.93,143.7,44.0,182.4,203,49.2,16.0,slightly_alkaline,high,low,very_high,low,optimal,fair
laterite,6.48,221.8,55.9,171.9,2344,65.9,37.2,slightly_acidic,very_high,medium,very_high,very_high_salinity,moist,fair
sandy,4.71,121.4,134.5,177.2,2385,48.3,11.6,strongly_acidic,high,very_high,very_high,very_high_salinity,optimal,poor
alluvial,7.54,106.1,5.5,78.7,409,33.1,15.2,slightly_alkaline,medium,very_low,medium,normal,dry,good
black_cotton,6.25,43.3,115.3,186.2,2181,75.6,10.5,slightly_acidic,low,very_high,very_high,very_high_salinity,moist,poor
laterite,7.74,170.3,50.6,83.2,2186,46.3,38.9,slightly_alkaline,high,low,medium,very_high_salinity,optimal,fair
black_cotton,5.85,276.0,39.2,18.1,681,92.2,23.3,slightly_acidic,very_high,low,very_low,normal,waterlogged,fair
black_cotton,7.55,76.0,99.7,134.3,143,30.1,21.4,slightly_alkaline,low,high,high,very_low,dry,good
alluvial,6.08,243.4,94.1,94.0,442,79.9,27.2,slightly_acidic,very_high,high,medium,normal,moist,good
black_cotton,5.76,143.8,10.4,201.9,1702,50.6,31.8,slightly_acidic,high,very_low,very_high,very_high_salinity,optimal,poor
red,8.58,20.3,59.0,96.6,905,16.4,20.9,strongly_alkaline,very_low,medium,medium,high_salinity,very_dry,poor
alluvial,7.75,146.1,114.7,50.3,1449,85.3,37.3,slightly_alkaline,high,very_high,low,high_salinity,waterlogged,fair
red,5.26,24.6,133.4,102.6,1433,29.2,15.7,strongly_acidic,very_low,very_high,medium,high_salinity,dry,poor
laterite,8.68,149.6,50.1,60.8,1814,56.3,32.9,strongly_alkaline,high,low,low,very_high_salinity,optimal,poor
black_cotton,7.72,29.4,8.4,208.4,1514,71.3,24.6,slightly_alkaline,very_low,very_low,very_high,very_high_salinity,moist,poor
black_cotton,6.35,84.4,123.9,114.0,1020,68.7,32.7,slightly_acidic,medium,very_high,high,high_salinity,moist,fair
black_cotton,8.02,114.8,115.3,97.5,2222,7.6,12.3,slightly_alkaline,medium,very_high,medium,very_high_salinity,very_dry,fair
black_cotton,8.58,77.3,7.8,66.2,2482,32.4,39.8,strongly_alkaline,low,very_low,low,very_high_salinity,dry,very_poor
red,4.88,151.2,72.1,78.0,1228,33.1,18.2,strongly_acidic,high,medium,medium,high_salinity,dry,fair
sandy,6.01,229.1,129.8,131.2,824,28.6,28.4,slightly_acidic,very_high,very_high,high,high_salinity,dry,fair
black_cotton,8.44,60.9,101.9,165.1,1386,55.6,23.1,slightly_alkaline,low,high,very_high,high_salinity,optimal,fair
sandy,6.99,29.6,53.5,211.2,2163,25.7,30.5,neutral,very_low,low,very_high,very_high_salinity,dry,poor
alluvial,5.57,239.0,108.4,60.6,1385,87.8,15.0,slightly_acidic,very_high,high,low,high_salinity,waterlogged,fair
laterite,8.19,299.8,118.3,51.9,980,95.0,20.9,slightly_alkaline,very_high,very_high,low,high_salinity,waterlogged,fair
sandy,4.64,102.7,98.2,70.0,2156,77.3,23.5,strongly_acidic,medium,high,medium,very_high_salinity,moist,fair
sandy,5.56,267.7,33.3,155.2,196,50.4,21.7,slightly_acidic,very_high,low,high,very_low,optimal,fair
sandy,6.55,182.2,81.5,146.7,1883,29.5,12.7,neutral,very_high,high,high,very_high_salinity,dry,good
sandy,5.86,297.3,81.8,193.0,1347,94.7,39.9,slightly_acidic,very_high,high,very_high,high_salinity,waterlogged,fair
red,7.53,123.4,60.9,168.1,1908,91.8,15.6,slightly_alkaline,high,medium,very_high,very_high_salinity,waterlogged,fair
laterite,7.28,84.7,39.9,149.2,1584,48.6,38.0,neutral,medium,low,high,very_high_salinity,optimal,fair
alluvial,4.82,144.3,92.1,150.7,1850,74.4,17.1,strongly_acidic,high,high,high,very_high_salinity,moist,fair
red,4.75,138.9,120.0,15.7,616,57.1,11.1,strongly_acidic,high,very_high,very_low,normal,optimal,fair
red,4.61,274.8,59.0,73.6,1092,34.0,23.8,strongly_acidic,very_high,medium,medium,high_salinity,dry,fair
sandy,8.32,256.3,48.9,34.7,1316,13.0,19.4,slightly_alkaline,very_high,low,very_low,high_salinity,very_dry,poor
sandy,5.84,113.1,16.0,158.6,2150,71.1,18.1,slightly_acidic,medium,very_low,high,very_high_salinity,moist,fair
red,6.42,91.5,43.3,11.5,2149,25.8,23.4,slightly_acidic,medium,low,very_low,very_high_salinity,dry,poor
sandy,6.24,170.2,28.4,179.7,1396,82.6,24.0,slightly_acidic,high,very_low,very_high,high_salinity,waterlogged,fair
sandy,4.71,66.3,32.5,7.7,2089,33.9,37.5,strongly_acidic,low,low,very_low,very_high_salinity,dry,very_poor
sandy,5.56,290.3,86.2,91.2,349,75.0,39.0,slightly_acidic,very_high,high,medium,low,moist,good
alluvial,4.79,110.7,110.9,172.7,790,42.9,25.9,strongly_acidic,medium,very_high,very_high,normal,optimal,fair
sandy,6.68,35.7,23.6,98.2,1351,70.0,22.8,neutral,very_low,very_low,medium,high_salinity,moist,poor
black_cotton,6.88,130.7,113.3,191.2,1616,54.7,30.9,neutral,high,very_high,very_high,very_high_salinity,optimal,fair
black_cotton,5.46,219.6,43.3,155.5,2162,83.1,24.7,strongly_acidic,very_high,low,high,very_high_salinity,waterlogged,poor
black_cotton,8.5,88.3,95.8,53.4,1962,35.6,12.5,strongly_alkaline,medium,high,low,very_high_salinity,dry,fair
black_cotton,5.57,144.0,6.3,214.3,2358,92.1,15.2,slightly_acidic,high,very_low,very_high,very_high_salinity,waterlogged,poor
black_cotton,5.69,212.7,77.2,115.0,2364,59.5,31.2,slightly_acidic,very_high,medium,high,very_high_salinity,optimal,fair
black_cotton,4.78,159.0,39.2,54.0,1742,15.5,39.9,strongly_acidic,high,low,low,very_high_salinity,very_dry,poor
alluvial,4.89,220.1,41.4,58.7,1817,81.5,21.4,strongly_acidic,very_high,low,low,very_high_salinity,waterlogged,very_poor
sandy,7.7,132.4,85.1,58.2,179,67.8,12.7,slightly_alkaline,high,high,low,very_low,moist,good
red,5.44,227.8,74.1,77.3,1615,69.7,15.4,strongly_acidic,very_high,medium,medium,very_high_salinity,moist,poor
laterite,8.76,218.7,47.7,34.8,868,52.7,23.8,strongly_alkaline,very_high,low,very_low,high_salinity,optimal,poor
red,4.73,271.8,79.7,159.1,1594,6.2,30.4,strongly_acidic,very_high,medium,high,very_high_salinity,very_dry,fair
alluvial,6.72,211.7,31.4,76.4,2246,56.7,11.8,neutral,very_high,low,medium,very_high_salinity,optimal,fair
laterite,8.65,223.3,56.9,219.5,1873,29.2,25.8,strongly_alkaline,very_high,medium,very_high,very_high_salinity,dry,poor
laterite,6.69,228.5,75.7,213.0,384,86.6,27.1,neutral,very_high,medium,very_high,low,waterlogged,good
laterite,8.92,280.1,130.3,73.3,2500,25.1,23.0,strongly_alkaline,very_high,very_high,medium,very_high_salinity,dry,poor
black_cotton,6.38,226.7,41.1,126.1,1458,68.6,19.9,slightly_acidic,very_high,low,high,high_salinity,moist,fair
black_cotton,5.39,212.6,48.6,89.1,343,35.8,26.7,strongly_acidic,very_high,low,medium,low,dry,poor
black_cotton,8.89,103.2,98.6,145.2,601,70.4,17.0,strongly_alkaline,medium,high,high,normal,moist,good
black_cotton,8.61,260.5,16.9,46.1,1137,14.8,20.3,strongly_alkaline,very_high,very_low,low,high_salinity,very_dry,poor
black_cotton,4.59,93.2,12.4,95.0,227,50.7,26.8,strongly_acidic,medium,very_low,medium,low,optimal,poor
red,6.69,171.6,101.0,103.9,1903,5.4,15.7,neutral,high,high,medium,very_high_salinity,very_dry,good
laterite,7.67,104.5,76.2,211.8,1663,84.0,33.2,slightly_alkaline,medium,medium,very_high,very_high_salinity,waterlogged,fair
alluvial,8.77,201.9,32.0,62.2,928,82.8,38.3,strongly_alkaline,very_high,low,low,high_salinity,waterlogged,poor
sandy,6.11,76.1,34.9,94.2,2227,91.9,36.1,slightly_acidic,low,low,medium,very_high_salinity,waterlogged,poor
laterite,6.25,68.0,81.5,208.8,2192,71.9,18.4,slightly_acidic,low,high,very_high,very_high_salinity,moist,fair
red,8.71,263.0,5.3,146.2,1082,60.1,31.9,strongly_alkaline,very_high,very_low,high,high_salinity,moist,poor
black_cotton,6.69,274.7,108.5,73.1,1286,36.6,30.5,neutral,very_high,high,medium,high_salinity,dry,good
black_cotton,7.75,260.5,77.5,60.4,378,71.7,13.6,slightly_alkaline,very_high,medium,low,low,moist,fair
alluvial,7.59,162.3,70.7,153.0,2354,88.1,36.4,slightly_alkaline,high,medium,high,very_high_salinity,waterlogged,good
black_cotton,7.09,291.0,133.5,160.6,1326,53.5,35.7,neutral,very_high,very_high,very_high,high_salinity,optimal,fair
sandy,8.76,286.7,28.0,96.7,244,13.2,13.9,strongly_alkaline,very_high,very_low,medium,low,very_dry,poor
sandy,7.82,64.0,97.8,27.2,1145,93.6,19.7,slightly_alkaline,low,high,very_low,high_salinity,waterlogged,fair
laterite,6.57,295.8,86.0,152.4,1257,29.2,38.5,neutral,very_high,high,high,high_salinity,dry,good
laterite,5.25,178.6,61.5,122.0,1747,56.0,36.7,strongly_acidic,high,medium,high,very_high_salinity,optimal,fair
alluvial,5.8,83.4,132.0,44.8,2227,83.4,19.3,slightly_acidic,medium,very_high,low,very_high_salinity,waterlogged,poor
sandy,8.81,163.0,50.3,35.1,714,83.7,17.2,strongly_alkaline,high,low,very_low,normal,waterlogged,fair
black_cotton,5.43,51.9,43.4,45.9,130,68.1,36.7,strongly_acidic,low,low,low,very_low,moist,very_poor
black_cotton,6.28,97.2,130.7,81.8,1846,42.6,15.0,slightly_acidic,medium,very_high,medium,very_high_salinity,optimal,fair
red,7.25,126.0,14.7,121.4,644,14.7,41.1,neutral,high,very_low,high,normal,very_dry,good
red,8.51,158.0,71.3,61.9,250,12.8,36.2,strongly_alkaline,high,medium,low,low,very_dry,fair
red,7.67,86.6,18.9,214.8,1585,88.8,10.1,slightly_alkaline,medium,very_low,very_high,very_high_salinity,waterlogged,poor
alluvial,7.43,25.0,32.4,181.5,1458,11.0,25.8,neutral,very_low,low,very_high,high_salinity,very_dry,poor
red,7.12,107.0,37.3,163.0,1619,74.4,41.2,neutral,medium,low,very_high,very_high_salinity,moist,fair
laterite,5.53,296.5,6.3,122.7,2049,82.0,10.4,slightly_acidic,very_high,very_low,high,very_high_salinity,waterlogged,poor
laterite,5.69,116.2,119.2,209.0,2025,22.4,36.0,slightly_acidic,medium,very_high,very_high,very_high_salinity,dry,fair
alluvial,8.63,228.1,51.5,167.7,1686,69.3,28.9,strongly_alkaline,very_high,low,very_high,very_high_salinity,moist,poor
black_cotton,4.83,120.3,134.7,45.9,683,70.0,17.5,strongly_acidic,high,very_high,low,normal,moist,fair
laterite,6.16,126.3,44.1,124.2,100,80.7,29.9,slightly_acidic,high,low,high,very_low,waterlogged,fair
alluvial,5.55,46.9,130.5,184.0,608,60.0,10.7,slightly_acidic,low,very_high,very_high,normal,moist,fair
sandy,7.14,136.7,120.2,105.9,2094,43.1,17.7,neutral,high,very_high,medium,very_high_salinity,optimal,good
alluvial,4.95,155.0,80.7,113.0,1577,79.5,19.6,strongly_acidic,high,high,high,very_high_salinity,moist,fair
sandy,7.75,86.3,54.3,207.5,1498,55.5,20.3,slightly_alkaline,medium,low,very_high,high_salinity,optimal,fair
alluvial,5.31,20.6,123.6,182.7,1971,88.4,26.1,strongly_acidic,very_low,very_high,very_high,very_high_salinity,waterlogged,very_poor
sandy,6.13,91.4,119.9,13.6,1121,73.8,32.5,slightly_acidic,medium,very_high,very_low,high_salinity,moist,poor
black_cotton,5.31,222.0,59.7,180.9,912,22.1,29.0,strongly_acidic,very_high,medium,very_high,high_salinity,dry,poor
black_cotton,6.26,31.1,68.0,207.6,1451,46.9,36.1,slightly_acidic,very_low,medium,very_high,high_salinity,optimal,poor
alluvial,5.61,63.7,123.4,158.0,2018,54.2,13.5,slightly_acidic,low,very_high,high,very_high_salinity,optimal,fair
red,4.57,174.4,55.1,207.3,1670,62.8,28.0,strongly_acidic,high,medium,very_high,very_high_salinity,moist,fair
sandy,5.05,184.5,23.6,142.1,1940,38.0,23.9,strongly_acidic,very_high,very_low,high,very_high_salinity,dry,poor
red,5.84,183.3,31.2,109.8,568,93.0,36.5,slightly_acidic,very_high,low,medium,normal,waterlogged,fair
sandy,8.11,122.0,31.4,60.8,1518,26.0,25.0,slightly_alkaline,high,low,low,very_high_salinity,dry,fair
red,7.94,147.6,19.8,168.5,528,60.2,15.9,slightly_alkaline,high,very_low,very_high,normal,moist,good
laterite,8.63,203.6,44.4,201.1,873,41.6,14.7,strongly_alkaline,very_high,low,very_high,high_salinity,optimal,poor
laterite,6.5,44.0,129.5,56.9,1633,36.3,39.9,neutral,low,very_high,low,very_high_salinity,dry,poor
sandy,6.56,86.4,7.0,61.2,722,80.2,38.1,neutral,medium,very_low,low,normal,waterlogged,fair
alluvial,6.8,221.2,99.1,24.1,1428,28.2,19.8,neutral,very_high,high,very_low,high_salinity,dry,fair
sandy,6.17,7.7,132.2,198.0,625,52.3,26.7,slightly_acidic,very_low,very_high,very_high,normal,optimal,fair
sandy,8.35,163.8,51.6,89.8,613,28.7,14.4,slightly_alkaline,high,low,medium,normal,dry,good
laterite,5.49,259.1,98.7,137.5,806,24.0,28.9,strongly_acidic,very_high,high,high,high_salinity,dry,fair
laterite,8.14,207.1,51.0,150.2,1597,8.5,19.7,slightly_alkaline,very_high,low,high,very_high_salinity,very_dry,fair
alluvial,5.94,267.5,13.8,34.9,404,61.1,35.9,slightly_acidic,very_high,very_low,very_low,normal,moist,poor
laterite,5.53,249.0,34.3,115.1,1444,17.3,13.2,slightly_acidic,very_high,low,high,high_salinity,very_dry,fair
sandy,6.06,180.9,34.2,55.0,2360,77.1,13.7,slightly_acidic,very_high,low,low,very_high_salinity,moist,poor
laterite,5.25,192.2,124.1,204.0,358,17.3,39.2,strongly_acidic,very_high,very_high,very_high,low,very_dry,poor
sandy,5.25,16.0,92.8,95.9,1340,14.8,34.0,strongly_acidic,very_low,high,medium,high_salinity,very_dry,poor
alluvial,6.54,17.0,24.0,111.9,1612,73.7,36.6,neutral,very_low,very_low,high,very_high_salinity,moist,poor
black_cotton,6.84,48.1,19.0,81.5,99,61.7,20.4,neutral,low,very_low,medium,very_low,moist,fair
black_cotton,8.66,71.5,19.5,219.2,748,86.8,32.0,strongly_alkaline,low,very_low,very_high,normal,waterlogged,poor
alluvial,6.51,190.4,53.8,27.4,2346,61.2,23.2,neutral,very_high,low,very_low,very_high_salinity,moist,poor
red,6.28,128.6,31.8,178.3,1736,40.7,39.9,slightly_acidic,high,low,very_high,very_high_salinity,optimal,fair
black_cotton,4.51,191.6,127.3,20.1,1058,68.9,37.5,strongly_acidic,very_high,very_high,very_low,high_salinity,moist,poor
laterite,7.98,10.1,102.4,97.5,2455,21.6,41.3,slightly_alkaline,very_low,high,medium,very_high_salinity,dry,fair
black_cotton,8.01,292.4,88.8,30.4,129,75.3,35.5,slightly_alkaline,very_high,high,very_low,very_low,moist,fair
red,4.66,82.1,120.6,102.5,190,43.1,42.0,strongly_acidic,medium,very_high,medium,very_low,optimal,fair
sandy,8.56,6.8,32.7,109.2,1501,34.5,39.6,strongly_alkaline,very_low,low,medium,very_high_salinity,dry,poor
laterite,6.28,110.8,60.9,115.7,1429,38.3,10.1,slightly_acidic,medium,medium,high,high_salinity,dry,good
black_cotton,7.56,52.6,52.5,42.3,2057,37.9,35.2,slightly_alkaline,low,low,low,very_high_salinity,dry,poor
red,5.37,230.3,93.2,36.0,557,93.4,37.4,strongly_acidic,very_high,high,very_low,normal,waterlogged,fair
sandy,6.88,190.2,48.6,62.6,367,55.2,30.2,neutral,very_high,low,low,low,optimal,fair
laterite,8.99,71.7,24.4,40.1,1335,78.3,35.3,strongly_alkaline,low,very_low,low,high_salinity,moist,very_poor
sandy,8.78,219.3,123.2,147.4,407,22.8,17.2,strongly_alkaline,very_high,very_high,high,normal,dry,good
sandy,5.55,81.6,21.2,86.8,796,60.7,36.3,slightly_acidic,medium,very_low,medium,normal,moist,fair
sandy,6.21,37.0,97.4,18.3,155,69.0,10.8,slightly_acidic,very_low,high,very_low,very_low,moist,poor
laterite,8.27,263.3,115.7,210.1,2157,16.8,22.6,slightly_alkaline,very_high,very_high,very_high,very_high_salinity,very_dry,fair
alluvial,8.69,254.2,101.9,143.2,113,73.0,14.1,strongly_alkaline,very_high,high,high,very_low,moist,fair
alluvial,4.67,43.5,47.7,173.4,594,29.0,34.3,strongly_acidic,low,low,very_high,normal,dry,poor
red,5.69,265.5,16.5,126.9,1898,50.0,40.7,slightly_acidic,very_high,very_low,high,very_high_salinity,optimal,poor
black_cotton,7.46,242.7,117.2,132.1,1479,83.5,28.6,neutral,very_high,very_high,high,high_salinity,waterlogged,good
alluvial,5.19,271.8,63.2,8.8,2022,61.2,18.0,strongly_acidic,very_high,medium,very_low,very_high_salinity,moist,poor
red,6.92,125.8,9.5,50.0,1004,29.3,11.9,neutral,high,very_low,low,high_salinity,dry,fair
alluvial,8.26,286.5,16.2,202.7,2089,22.6,29.3,slightly_alkaline,very_high,very_low,very_high,very_high_salinity,dry,poor
sandy,6.42,266.0,125.5,83.2,2254,37.2,24.1,slightly_acidic,very_high,very_high,medium,very_high_salinity,dry,fair
laterite,6.42,266.1,35.4,34.7,1554,21.7,36.6,slightly_acidic,very_high,low,very_low,very_high_salinity,dry,poor
alluvial,8.11,151.2,96.4,171.6,2476,7.2,39.9,slightly_alkaline,high,high,very_high,very_high_salinity,very_dry,good
laterite,5.52,167.0,19.3,140.8,2494,56.3,38.7,slightly_acidic,high,very_low,high,very_high_salinity,optimal,fair
sandy,5.53,135.4,12.8,66.9,1770,11.0,31.0,slightly_acidic,high,very_low,low,very_high_salinity,very_dry,poor
alluvial,5.32,298.9,139.7,206.7,1214,44.5,38.0,strongly_acidic,very_high,very_high,very_high,high_salinity,optimal,poor
laterite,5.45,99.8,13.3,51.0,923,18.4,37.5,strongly_acidic,medium,very_low,low,high_salinity,very_dry,poor
laterite,8.87,25.0,94.3,215.1,1754,18.9,37.2,strongly_alkaline,very_low,high,very_high,very_high_salinity,very_dry,poor
alluvial,6.67,40.3,52.7,38.3,437,85.0,38.5,neutral,low,low,very_low,normal,waterlogged,fair
