crop,growth_stage,soil_type,nitrogen_n,phosphorus_p,potassium_k,n_status,p_status,k_status,moisture,soil_temperature,land_area_acres,fertilizer_name,dose_kg_per_acre,total_dose_kg,application_timing,notes
watermelon,vegetative,sandy,120.5,32.8,55.1,high,low,medium,33.9,13.3,5.1,Urea,9.0,45.9,Top dress at 20-30 DAS; broadcast and irrigate,Vine growth
sunflower_kharif,flowering,black_cotton,264.1,110.1,45.6,high,high,low,54.8,13.8,8.6,Boron Spray,5.0,43.0,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
sugarcane,harvest,red,211.4,72.0,143.9,high,medium,high,49.7,23.1,1.8,MOP,10.0,18.0,Do not apply; withholding period required,Juice quality
sunflower_kharif,pre_sowing,alluvial,35.0,53.2,24.3,low,medium,low,77.4,30.4,7.5,DAP + MOP,37.5,281.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
banana,flowering,alluvial,118.3,108.4,87.4,high,high,medium,30.0,16.0,4.2,Urea + MOP,27.0,113.4,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
sugarcane,harvest,laterite,172.2,23.4,131.7,high,low,high,41.2,15.8,3.6,MOP,10.0,36.0,Do not apply; withholding period required,Juice quality
watermelon,flowering,sandy,185.7,66.2,137.7,high,medium,high,45.0,36.8,1.1,19:19:19 NPK,3.6,4.0,Apply at flower bud initiation; avoid leaf contact,Fruit set
bajra,pre_sowing,sandy,169.0,25.0,65.4,high,low,medium,69.7,25.2,7.2,DAP,24.0,172.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P
chilli,flowering,laterite,39.4,42.8,171.0,low,low,high,34.3,22.2,8.5,19:19:19 NPK,9.8,83.3,Apply at flower bud initiation; avoid leaf contact,Fruit set
cotton,grain_fill,alluvial,90.6,24.0,168.1,high,low,high,67.4,26.2,9.8,MOP,7.5,73.5,Foliar spray or side dress during grain/fruit development,Fibre quality
moong_rabi,pre_sowing,red,254.0,43.8,80.8,high,low,medium,72.0,30.9,9.3,SSP + MOP,21.6,200.9,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif moong
jowar_rabi,vegetative,laterite,153.7,97.3,77.2,high,high,medium,33.2,22.5,7.6,Urea,12.0,91.2,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
jowar_rabi,pre_sowing,black_cotton,21.7,47.9,170.7,low,medium,high,77.7,15.2,6.7,DAP + MOP,15.0,100.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
maize_kharif,flowering,sandy,218.0,76.9,64.5,high,medium,medium,32.9,22.3,1.0,Urea,12.0,12.0,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
jowar_kharif,pre_sowing,red,125.0,88.1,192.8,high,high,high,71.4,21.6,1.9,DAP,15.0,28.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P and N
rice,grain_fill,alluvial,211.3,62.6,194.5,high,medium,high,78.8,36.9,3.6,MOP,6.0,21.6,Foliar spray or side dress during grain/fruit development,Grain filling stage
onion,harvest,black_cotton,115.5,118.6,126.9,high,high,high,33.9,12.7,4.3,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
grapes,pre_sowing,sandy,192.3,82.6,66.2,high,high,medium,55.7,24.5,5.1,DAP + MOP,18.0,91.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pruning time dose
sunflower_rabi,vegetative,red,197.5,84.0,195.8,high,high,high,63.2,15.3,8.0,Urea,10.8,86.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
grapes,vegetative,red,128.3,119.3,28.8,high,high,low,46.3,34.6,6.6,Urea,12.0,79.2,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
sunflower_kharif,flowering,black_cotton,12.9,81.6,75.0,low,high,medium,45.7,28.8,6.5,Boron Spray,5.0,32.5,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
pomegranate,grain_fill,alluvial,105.3,40.9,52.5,high,low,medium,66.9,28.6,9.2,MOP + Calcium,25.0,230.0,Foliar spray or side dress during grain/fruit development,Fruit development
onion,harvest,laterite,96.8,59.4,39.9,high,medium,low,34.5,28.5,7.8,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
jowar_kharif,vegetative,black_cotton,47.5,111.6,184.6,medium,high,high,34.3,12.2,5.1,Urea,20.0,102.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
groundnut,germination,alluvial,166.4,59.0,56.8,high,medium,medium,65.7,37.5,5.5,Rhizobium Biofert,5.0,27.5,Apply at sowing time or within first 7 DAS,Seed inoculation
mustard,vegetative,black_cotton,73.7,65.8,128.3,medium,medium,high,67.0,13.1,5.2,Urea,18.0,93.6,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
sesame,vegetative,alluvial,73.9,74.2,37.2,medium,medium,low,58.0,12.4,7.7,Urea,12.0,92.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
bajra,flowering,alluvial,75.1,67.8,119.6,medium,medium,high,76.4,37.2,2.3,Urea,10.0,23.0,Apply at flower bud initiation; avoid leaf contact,Booster dose
moong_rabi,pre_sowing,alluvial,113.1,76.1,87.7,high,medium,medium,76.1,25.4,7.0,SSP + MOP,18.0,126.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif moong
bajra,pre_sowing,alluvial,11.9,54.3,30.3,low,medium,low,60.3,18.6,3.2,DAP,20.0,64.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P
sugarcane,grain_fill,black_cotton,258.2,67.6,60.6,high,medium,medium,54.5,24.1,8.6,Urea,18.0,154.8,Foliar spray or side dress during grain/fruit development,Elongation stage
jowar_rabi,vegetative,sandy,131.5,60.0,57.2,high,medium,medium,67.4,23.2,1.8,Urea,12.0,21.6,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
chilli,flowering,black_cotton,99.2,100.5,55.5,high,high,medium,49.5,21.4,4.9,19:19:19 NPK,9.0,44.1,Apply at flower bud initiation; avoid leaf contact,Fruit set
sunflower_kharif,pre_sowing,alluvial,99.2,35.4,66.8,high,low,medium,27.6,24.1,7.5,DAP + MOP,36.0,270.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
tur_arhar,germination,alluvial,42.3,96.0,46.5,medium,high,low,34.7,19.3,5.9,Rhizobium Biofert,5.0,29.5,Apply at sowing time or within first 7 DAS,Seed treatment
maize_kharif,vegetative,sandy,54.5,81.7,118.3,medium,high,high,34.9,26.9,7.4,Urea,25.0,185.0,Top dress at 20-30 DAS; broadcast and irrigate,Knee high stage N
sunflower_kharif,pre_sowing,red,227.2,95.7,170.6,high,high,high,29.2,32.0,6.3,DAP + MOP,9.0,56.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
turmeric,vegetative,laterite,104.2,21.2,149.3,high,low,high,36.5,37.5,3.9,Urea + MOP,9.0,35.1,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
tur_arhar,germination,red,104.5,53.6,176.6,high,medium,high,50.5,15.3,9.1,Rhizobium Biofert,5.0,45.5,Apply at sowing time or within first 7 DAS,Seed treatment
bajra,flowering,black_cotton,275.6,45.3,34.6,high,medium,low,26.2,37.3,7.8,Urea,6.0,46.8,Apply at flower bud initiation; avoid leaf contact,Booster dose
orange,flowering,black_cotton,21.4,104.9,134.0,low,high,high,52.4,37.0,9.3,Urea,26.0,241.8,Apply at flower bud initiation; avoid leaf contact,Flush growth
mustard,vegetative,alluvial,46.9,72.7,162.1,medium,medium,high,56.9,27.6,9.2,Urea,18.0,165.6,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
pomegranate,flowering,red,105.3,74.0,139.0,high,medium,high,44.2,25.7,9.1,Urea + MOP,9.0,81.9,Apply at flower bud initiation; avoid leaf contact,Fruit set
rice,germination,alluvial,223.5,107.9,124.7,high,high,high,46.2,16.7,6.8,Urea,10.8,73.4,Apply at sowing time or within first 7 DAS,7-10 DAS
sunflower_kharif,pre_sowing,sandy,47.0,52.0,36.1,medium,medium,low,20.7,35.2,9.6,DAP + MOP,37.5,360.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cucumber,vegetative,sandy,239.8,43.9,107.2,high,low,high,72.7,31.8,7.3,Urea,9.0,65.7,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
pomegranate,pre_sowing,laterite,226.6,67.4,188.0,high,medium,high,65.1,16.5,9.7,DAP + MOP,17.5,169.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
sunflower_rabi,vegetative,red,234.5,109.3,48.4,high,high,low,21.4,16.3,9.1,Urea,10.8,98.3,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
pomegranate,pre_sowing,red,80.2,98.7,26.6,medium,high,low,64.0,16.1,1.2,DAP + MOP,26.2,31.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
turmeric,grain_fill,black_cotton,72.0,46.4,97.2,medium,medium,medium,73.4,29.9,5.8,MOP,20.0,116.0,Foliar spray or side dress during grain/fruit development,Curcumin synthesis
urad,pre_sowing,black_cotton,166.7,58.2,176.9,high,medium,high,52.3,35.2,8.7,SSP + MOP,9.0,78.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
orange,flowering,red,133.2,27.4,146.3,high,low,high,60.9,30.0,1.8,Urea,12.0,21.6,Apply at flower bud initiation; avoid leaf contact,Flush growth
sunflower_kharif,flowering,black_cotton,229.7,103.9,55.0,high,high,medium,52.7,16.7,0.6,Boron Spray,5.0,3.0,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
jowar_kharif,vegetative,red,87.0,84.9,138.0,medium,high,high,65.8,26.3,9.1,Urea,20.0,182.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
onion,harvest,sandy,220.7,79.8,107.2,high,medium,high,62.7,15.9,7.8,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
rice,germination,sandy,261.4,22.7,100.0,high,low,high,46.6,30.0,3.6,Urea,10.8,38.9,Apply at sowing time or within first 7 DAS,7-10 DAS
mustard,pre_sowing,sandy,231.7,58.6,46.1,high,medium,low,33.6,15.3,1.3,DAP + MOP,31.2,40.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal; sulfur from SSP
pomegranate,grain_fill,red,154.3,107.2,39.1,high,high,low,37.2,32.2,6.2,MOP + Calcium,31.2,193.4,Foliar spray or side dress during grain/fruit development,Fruit development
tomato,pre_sowing,red,220.4,67.6,184.3,high,medium,high,26.5,16.7,1.6,DAP + MOP,20.0,32.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
chilli,grain_fill,sandy,88.8,26.0,40.9,medium,low,low,37.3,12.7,7.1,MOP,15.0,106.5,Foliar spray or side dress during grain/fruit development,Pungency development
urad,pre_sowing,sandy,151.3,42.7,94.9,high,low,medium,45.8,23.6,1.5,SSP + MOP,21.6,32.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
mustard,flowering,red,133.9,69.2,128.3,high,medium,high,27.9,36.9,5.3,Urea,6.0,31.8,Apply at flower bud initiation; avoid leaf contact,Booster
banana,grain_fill,red,66.3,31.8,122.4,medium,low,high,58.1,21.7,7.1,MOP,20.0,142.0,Foliar spray or side dress during grain/fruit development,Bunch filling
safflower,flowering,red,114.2,24.5,111.6,high,low,high,75.6,20.9,6.9,Urea,6.0,41.4,Apply at flower bud initiation; avoid leaf contact,Capitulum stage
grapes,flowering,red,50.2,38.7,38.3,medium,low,low,43.0,37.9,2.6,13:00:45 NPK,18.8,48.9,Apply at flower bud initiation; avoid leaf contact,Berry set
banana,grain_fill,sandy,264.3,42.9,152.7,high,low,high,48.9,26.6,2.3,MOP,20.0,46.0,Foliar spray or side dress during grain/fruit development,Bunch filling
chickpea,pre_sowing,red,210.1,24.2,194.8,high,low,high,22.8,22.6,3.7,SSP + MOP,12.0,44.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P and K basal
rice,flowering,red,157.8,85.2,161.6,high,high,high,31.3,37.1,7.6,Urea + MOP,6.0,45.6,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
orange,pre_sowing,alluvial,229.6,116.6,21.0,high,high,low,78.9,23.9,0.8,DAP + MOP,26.2,21.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Post-harvest dose
wheat,pre_sowing,alluvial,70.3,46.9,125.5,medium,medium,high,27.9,14.5,5.2,DAP + MOP,17.5,91.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
groundnut,grain_fill,red,183.2,70.9,186.3,high,medium,high,35.1,26.4,2.9,MOP,5.0,14.5,Foliar spray or side dress during grain/fruit development,Kernel filling
urad,pre_sowing,alluvial,67.3,38.9,119.7,medium,low,high,65.4,26.1,7.1,SSP + MOP,10.8,76.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
turmeric,grain_fill,black_cotton,237.1,105.2,130.0,high,high,high,55.4,23.9,9.8,MOP,10.0,98.0,Foliar spray or side dress during grain/fruit development,Curcumin synthesis
rabi_maize,vegetative,sandy,250.5,48.0,61.0,high,medium,medium,71.0,33.2,3.3,Urea,15.0,49.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
sunflower_rabi,flowering,alluvial,226.7,35.7,45.9,high,low,low,41.4,33.5,7.2,Boron Spray,5.0,36.0,Apply at flower bud initiation; avoid leaf contact,Pollination support
maize_kharif,flowering,black_cotton,231.4,113.4,44.6,high,high,low,34.8,29.4,1.0,Urea,12.0,12.0,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
sugarcane,germination,sandy,21.1,87.2,94.4,low,high,medium,47.1,24.5,4.0,Urea,32.5,130.0,Apply at sowing time or within first 7 DAS,Germination boost
linseed,pre_sowing,sandy,219.5,111.6,43.4,high,high,low,57.0,13.3,6.5,DAP + MOP,15.0,97.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,pre_sowing,alluvial,164.6,78.9,48.7,high,medium,low,49.8,18.1,3.2,DAP,25.0,80.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P and N
moong_rabi,pre_sowing,alluvial,210.8,78.5,133.3,high,medium,high,35.2,17.6,9.4,SSP + MOP,9.0,84.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif moong
rice,flowering,black_cotton,159.5,28.6,86.2,high,low,medium,45.0,17.0,4.2,Urea + MOP,12.0,50.4,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
linseed,vegetative,laterite,124.0,66.2,31.6,high,medium,low,62.0,25.0,2.9,Urea,7.2,20.9,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
moong_rabi,germination,black_cotton,87.9,80.4,41.1,medium,high,low,63.9,24.4,8.6,Rhizobium Biofert,5.0,43.0,Apply at sowing time or within first 7 DAS,Seed treatment
jowar_rabi,flowering,red,242.9,97.2,22.1,high,high,low,70.6,28.6,4.2,Urea,7.2,30.2,Apply at flower bud initiation; avoid leaf contact,Light booster
chickpea,pre_sowing,red,180.9,38.5,176.2,high,low,high,56.8,30.7,4.4,SSP + MOP,12.0,52.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P and K basal
moong_rabi,flowering,sandy,191.4,40.7,167.8,high,low,high,20.7,21.4,1.2,MOP,4.0,4.8,Apply at flower bud initiation; avoid leaf contact,Pod fill
sugarcane,vegetative,red,90.4,65.9,182.2,high,medium,high,59.0,29.1,7.1,Urea + MOP,15.0,106.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
grapes,grain_fill,alluvial,23.9,109.5,125.3,low,high,high,43.4,25.8,8.2,MOP,10.0,82.0,Foliar spray or side dress during grain/fruit development,Maturity
grapes,vegetative,red,210.4,74.3,120.3,high,medium,high,22.1,14.8,7.4,Urea,12.0,88.8,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
cucumber,vegetative,black_cotton,73.0,63.5,106.1,medium,medium,high,56.7,21.6,2.1,Urea,15.0,31.5,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
sesame,vegetative,black_cotton,257.1,24.1,134.7,high,low,high,24.6,18.8,6.1,Urea,7.2,43.9,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
sunflower_kharif,flowering,black_cotton,153.2,88.3,170.2,high,high,high,43.7,29.0,9.4,Boron Spray,5.0,47.0,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
grapes,flowering,alluvial,261.5,84.7,120.8,high,high,high,22.9,18.6,1.6,13:00:45 NPK,4.5,7.2,Apply at flower bud initiation; avoid leaf contact,Berry set
bajra,vegetative,laterite,161.8,101.2,50.9,high,high,medium,75.6,23.8,6.5,Urea,10.8,70.2,Top dress at 20-30 DAS; broadcast and irrigate,N top dress 3 weeks after sowing
cotton,grain_fill,laterite,65.8,47.7,125.3,medium,medium,high,70.8,21.5,6.0,MOP,7.5,45.0,Foliar spray or side dress during grain/fruit development,Fibre quality
sesame,pre_sowing,black_cotton,185.4,21.2,155.8,high,low,high,50.6,14.5,0.7,DAP,21.6,15.1,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
rice,flowering,laterite,267.4,31.6,177.8,high,low,high,39.5,23.9,6.2,Urea + MOP,6.0,37.2,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
moong_kharif,pre_sowing,black_cotton,120.1,40.9,70.2,high,low,medium,33.6,15.0,10.0,SSP + MOP,21.6,216.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
mustard,vegetative,laterite,225.3,84.0,132.7,high,high,high,25.3,24.5,4.3,Urea,10.8,46.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
banana,pre_sowing,alluvial,63.0,86.4,37.2,medium,high,low,52.0,28.2,9.8,DAP + MOP,45.0,441.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
jowar_rabi,pre_sowing,black_cotton,259.6,90.4,190.7,high,high,high,30.0,17.3,6.4,DAP + MOP,9.0,57.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
sunflower_kharif,vegetative,alluvial,162.0,119.0,123.4,high,high,high,48.0,37.3,3.4,Urea,10.8,36.7,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
cucumber,vegetative,black_cotton,229.4,106.7,61.0,high,high,medium,68.2,16.1,5.4,Urea,9.0,48.6,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
maize_kharif,flowering,black_cotton,124.4,67.0,187.3,high,medium,high,76.8,37.3,6.0,Urea,12.0,72.0,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
rabi_maize,vegetative,alluvial,78.8,34.1,76.1,medium,low,medium,44.2,33.7,9.3,Urea,25.0,232.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
tomato,flowering,sandy,217.4,89.9,59.8,high,high,medium,30.9,26.4,9.5,19:19:19 NPK,9.0,85.5,Apply at flower bud initiation; avoid leaf contact,Balanced NPK at fruit set
sugarcane,grain_fill,black_cotton,93.0,89.2,22.9,high,high,low,25.6,35.9,4.2,Urea,18.0,75.6,Foliar spray or side dress during grain/fruit development,Elongation stage
groundnut,pre_sowing,sandy,114.3,72.0,79.3,high,medium,medium,79.2,16.4,8.1,SSP + Gypsum,30.0,243.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Ca from gypsum for pod fill
wheat,flowering,sandy,141.2,86.1,84.9,high,high,medium,47.5,32.7,6.9,Urea,6.0,41.4,Apply at flower bud initiation; avoid leaf contact,Grain initiation
turmeric,pre_sowing,black_cotton,94.1,102.8,181.5,high,high,high,33.2,29.0,8.1,DAP + MOP,12.0,97.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",High K demand
jowar_rabi,flowering,red,233.6,24.5,64.0,high,low,medium,45.2,25.9,1.3,Urea,7.2,9.4,Apply at flower bud initiation; avoid leaf contact,Light booster
safflower,pre_sowing,black_cotton,20.4,30.0,139.8,low,low,high,54.6,32.9,0.6,DAP + MOP,15.0,9.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sugarcane,grain_fill,red,179.2,68.2,121.2,high,medium,high,59.4,30.5,8.4,Urea,18.0,151.2,Foliar spray or side dress during grain/fruit development,Elongation stage
sesame,pre_sowing,sandy,12.7,113.6,178.5,low,high,high,61.5,34.9,5.2,DAP,10.8,56.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
sunflower_rabi,flowering,red,257.2,111.1,82.4,high,high,medium,38.9,35.5,1.4,Boron Spray,5.0,7.0,Apply at flower bud initiation; avoid leaf contact,Pollination support
sugarcane,germination,sandy,218.2,44.5,63.3,high,low,medium,46.3,17.0,2.9,Urea,15.0,43.5,Apply at sowing time or within first 7 DAS,Germination boost
wheat,pre_sowing,red,188.4,81.5,192.8,high,high,high,78.5,26.0,7.5,DAP + MOP,10.5,78.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
onion,grain_fill,alluvial,97.5,117.5,169.1,high,high,high,22.4,21.3,1.4,MOP,7.5,10.5,Foliar spray or side dress during grain/fruit development,Bulb development
sugarcane,germination,laterite,25.1,47.3,47.9,low,medium,low,28.6,32.5,4.5,Urea,32.5,146.2,Apply at sowing time or within first 7 DAS,Germination boost
cucumber,pre_sowing,red,130.3,55.7,100.7,high,medium,high,68.5,18.6,6.5,DAP + MOP,12.5,81.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
rabi_maize,pre_sowing,red,105.6,45.9,76.7,high,medium,medium,34.3,18.5,3.2,DAP + MOP,35.0,112.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
orange,grain_fill,black_cotton,269.9,66.8,129.4,high,medium,high,78.7,22.7,2.8,MOP + Micronutrient,10.0,28.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
chilli,pre_sowing,black_cotton,110.0,88.2,197.8,high,high,high,39.8,34.5,4.0,DAP + MOP,10.5,42.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sunflower_kharif,pre_sowing,red,21.6,75.5,55.0,low,medium,medium,73.7,19.9,5.6,DAP + MOP,30.0,168.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
banana,flowering,black_cotton,165.8,91.5,46.0,high,high,low,48.5,15.6,1.6,Urea + MOP,33.8,54.1,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
linseed,pre_sowing,black_cotton,232.0,56.4,25.7,high,medium,low,70.1,29.5,9.4,DAP + MOP,25.0,235.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
orange,flowering,alluvial,204.8,62.7,135.4,high,medium,high,69.9,14.8,6.3,Urea,12.0,75.6,Apply at flower bud initiation; avoid leaf contact,Flush growth
soybean,grain_fill,red,225.8,40.1,135.6,high,low,high,27.9,13.8,3.8,Micronutrient Mix,5.0,19.0,Foliar spray or side dress during grain/fruit development,Zinc + Boron foliar spray
